"filename", "language", "toml", "Python", "YAML", "Ini", "Shell Script", "Markdown", "comment", "blank", "total"
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet/put/responses/response_200/content/application_xml/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet/put/responses/response_200/content/application_xml/schema.py", "Python", 0, 2, 0, 0, 0, 0, 9, 4, 15
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet/put/responses/response_400/__init__.py", "Python", 0, 18, 0, 0, 0, 0, 6, 9, 33
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet/put/responses/response_404/__init__.py", "Python", 0, 18, 0, 0, 0, 0, 6, 9, 33
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet/put/responses/response_405/__init__.py", "Python", 0, 18, 0, 0, 0, 0, 6, 9, 33
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet/put/security/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet/put/security/security_requirement_object_0.py", "Python", 0, 4, 0, 0, 0, 0, 6, 4, 14
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/__init__.py", "Python", 0, 1, 0, 0, 0, 0, 3, 1, 5
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/operation.py", "Python", 0, 270, 0, 0, 0, 0, 15, 42, 327
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/parameters/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/parameters/parameter_0/__init__.py", "Python", 0, 9, 0, 0, 0, 0, 6, 7, 22
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/parameters/parameter_0/schema.py", "Python", 0, 56, 0, 0, 0, 0, 9, 18, 83
"/Users/justinblack/programming/openapi-python-client-comparison/petstore/openapi_json_schema_generator_python/src/openapi_client/paths/pet_find_by_status/get/responses/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
